,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,FamilySize,IsAlone
845,0,3,42.0,0,0,0.014736618564782174,1,0,1,1,1
846,0,3,28.0,8,2,0.13575255909676825,1,0,1,11,0
847,0,3,35.0,0,0,0.015411575213749286,1,0,0,1,1
848,0,2,28.0,0,1,0.06441171028315387,1,0,1,2,0
849,1,1,28.0,1,0,0.17391981561855152,0,0,0,2,0
850,0,3,4.0,4,2,0.06104473451835265,1,0,1,7,0
851,0,3,74.0,0,0,0.015175789316712771,1,0,1,1,1
852,0,3,9.0,1,1,0.029757819776815374,0,0,0,3,0
853,1,1,16.0,0,1,0.07690367833806856,0,0,1,2,0
854,0,2,44.0,1,0,0.050748620223090936,0,0,1,2,0
855,1,3,18.0,0,1,0.018249984580226933,0,0,1,2,0
856,1,1,45.0,1,1,0.32179836714362564,0,0,1,3,0
857,1,1,51.0,0,0,0.051822148727810165,1,0,1,1,1
858,1,3,24.0,0,3,0.03758969818624431,0,0,0,4,0
859,0,3,28.0,0,0,0.014110458666029575,1,0,0,1,1
860,0,3,41.0,2,0,0.027537567642055148,1,0,1,3,0
861,0,2,21.0,1,0,0.022446505098674838,1,0,1,2,0
862,1,1,48.0,0,0,0.050610427826483444,0,0,1,1,1
863,0,3,28.0,8,2,0.13575255909676825,0,0,1,11,0
864,0,2,24.0,0,0,0.025374310111545468,1,0,1,1,1
865,1,2,42.0,0,0,0.025374310111545468,0,0,1,1,1
866,1,2,27.0,1,0,0.027049600139910042,0,0,0,2,0
867,0,1,31.0,0,0,0.09856123757927521,1,0,1,1,1
868,0,3,28.0,0,0,0.018542765081513996,1,0,1,1,1
869,1,3,4.0,1,1,0.021730754366528396,1,0,1,3,0
870,0,3,26.0,0,0,0.015411575213749286,1,0,1,1,1
871,1,1,47.0,1,1,0.10257896680493714,0,0,1,3,0
872,0,1,33.0,0,0,0.009759350042902102,1,0,1,1,1
873,0,3,47.0,0,0,0.017566830077223785,1,0,1,1,1
874,1,2,28.0,1,0,0.04684488020593009,0,0,0,2,0
875,1,3,15.0,0,0,0.014102260811993537,0,0,0,1,1
876,0,3,20.0,0,0,0.019217721730481106,1,0,1,1,1
877,0,3,19.0,0,0,0.015411575213749286,1,0,1,1,1
878,0,3,28.0,0,0,0.015411575213749286,1,0,1,1,1
879,1,1,56.0,0,1,0.16231419173453318,0,0,0,2,0
880,1,2,25.0,0,1,0.050748620223090936,0,0,1,2,0
881,0,3,33.0,0,0,0.015411575213749286,1,0,1,1,1
882,0,3,22.0,0,0,0.02052723131923771,0,0,1,1,1
883,0,2,28.0,0,0,0.020494635090094415,1,0,1,1,1
884,0,3,25.0,0,0,0.013760683560491965,1,0,1,1,1
885,0,3,39.0,0,5,0.05684821399990475,0,1,0,6,0
886,0,2,27.0,0,0,0.025374310111545468,1,0,1,1,1
887,1,1,19.0,0,0,0.05855610025741262,0,0,1,1,1
888,0,3,28.0,1,2,0.04577135170121086,0,0,1,4,0
889,1,1,26.0,0,0,0.05855610025741262,1,0,0,1,1
890,0,3,32.0,0,0,0.015126992566498259,1,1,0,1,1
